Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
Curated_gene_sets	REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY	8	3	2.7327045173788234e-05	0.002958152640062576	PRKAB2:ADIPOQ:MLXIPL	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY
Curated_gene_sets	VECCHI_GASTRIC_CANCER_EARLY_DN	358	12	3.346574457857912e-05	0.0035596047713616374	CASQ2:AADAC:ADIPOQ:UGT2B17:UGT2B15:ADH1B:CEP85L:ALDH1A1:CYP2C18:ALDH6A1:DTNA:KCNE2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/VECCHI_GASTRIC_CANCER_EARLY_DN
Curated_gene_sets	RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN	748	18	3.3979291120003315e-05	0.0035596047713616374	DHRS3:ZBTB18:SH3YL1:SPTBN1:FOXP1:EPM2A:SYNJ2:PCMTD1:SNTB1:KANK1:PTEN:HIPK3:TMTC1:ACACB:ALDH2:SECISBP2L:LRRC37A:LRRC37A2:DTNA	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN
Curated_gene_sets	WP_FOLATEALCOHOL_AND_CANCER_PATHWAY_HYPOTHESES	9	3	4.074909801134351e-05	0.004201037961645652	ADH5:ALDH1A1:CYP2E1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_FOLATEALCOHOL_AND_CANCER_PATHWAY_HYPOTHESES
Curated_gene_sets	REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	259	10	4.740134605063508e-05	0.004760529573196839	DHRS3:UGT1A8:UGT1A3:ADH4:ADH1A:ADH1C:KANK1:ALDH1A1:HSP90AA1:ALDH1A3:APOC4-APOC2:APOC4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS
Curated_gene_sets	SERVITJA_LIVER_HNF1A_TARGETS_DN	161	8	4.76419433807228e-05	0.004760529573196839	UGT2B17:UGT2A3:UGT2B7:UGT2B28:ADH4:UGT3A2:ARHGAP26:ZKSCAN1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/SERVITJA_LIVER_HNF1A_TARGETS_DN
Curated_gene_sets	JINESH_BLEBBISHIELD_TRANSFORMED_STEM_CELL_SPHERES_UP	164	8	5.429157971207897e-05	0.005342785003484135	UGT1A7:AADAC:CYP3A5:ALDH1A1:PTGR1:ALDH1A3:ALDH3A1:SRXN1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/JINESH_BLEBBISHIELD_TRANSFORMED_STEM_CELL_SPHERES_UP
Curated_gene_sets	REACTOME_PREDNISONE_ADME	10	3	5.7870198072346366e-05	0.0055274549482336715	UGT1A8:UGT1A3:UGT2B17:UGT2B7	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_PREDNISONE_ADME
Curated_gene_sets	REACTOME_CYP2E1_REACTIONS	10	3	5.7870198072346366e-05	0.0055274549482336715	CYP2E1:CYP2B6:CYP2A13	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CYP2E1_REACTIONS
Curated_gene_sets	KEGG_LINOLEIC_ACID_METABOLISM	27	4	6.009602921045451e-05	0.005656865358288436	CYP3A5:CYP3A43:CYP2C18:CYP2E1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_LINOLEIC_ACID_METABOLISM
Curated_gene_sets	JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_UP	328	11	7.106487351242875e-05	0.00659380504947464	AADAC:CEP85L:ZNF394:KIFC2:ALDH1A1:ZNF483:INPPL1:PTGR2:RP5-1021I20.4:XYLT1:SULT1A2:SULT1A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_UP
Curated_gene_sets	KEGG_HISTIDINE_METABOLISM	29	4	8.032007891577622e-05	0.00718808481650488	ALDH3B1:ALDH2:ALDH1A3:ALDH3A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_HISTIDINE_METABOLISM
Curated_gene_sets	SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM4	276	10	8.053236173568906e-05	0.00718808481650488	UGT2B17:UGT2A3:ADH4:UGT3A2:ADHFE1:KIFC2:ALDH1A1:GDF10:GLYAT:ALDH6A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM4
Curated_gene_sets	WP_AMINO_ACID_METABOLISM	89	6	8.078986783754522e-05	0.00718808481650488	ADH5:ADH4:ADH1C:ADH7:ALDH1A1:ACSS1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_AMINO_ACID_METABOLISM
Curated_gene_sets	JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_DN	58	5	0.00010060568198843082	0.008830187898849434	PRKAR2A:TXK:ADH6:ALDH1A1:MPP3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_DN
Curated_gene_sets	ABDULRAHMAN_KIDNEY_CANCER_VHL_DN	12	3	0.00010485019810986665	0.009080027156314452	UGT2B7:ALDH1A1:ALDH3B1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ABDULRAHMAN_KIDNEY_CANCER_VHL_DN
Curated_gene_sets	WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME	140	7	0.00013701822461087852	0.011709649590100736	UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A4:UGT1A1:SH3BP4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME
Curated_gene_sets	CHANDRAN_METASTASIS_TOP50_UP	35	4	0.000170560408735931	0.014386881230387946	UGT2B15:CELF1:HSP90AA1:GIT1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/CHANDRAN_METASTASIS_TOP50_UP
Curated_gene_sets	DESERT_PERIVENOUS_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	149	7	0.00020141879720913177	0.016771988306068086	FMO3:ZBTB18:STAM2:ADH6:CYP2E1:NAGPA:APOC4-APOC2:APOC4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/DESERT_PERIVENOUS_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP
Curated_gene_sets	WP_RETINOL_METABOLISM	15	3	0.00021304647679726236	0.01729671083497774	ADH1A:ALDH1A1:AWAT2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_RETINOL_METABOLISM
Curated_gene_sets	REACTOME_HEME_DEGRADATION	15	3	0.00021304647679726236	0.01729671083497774	UGT1A4:UGT1A1:ABCG2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HEME_DEGRADATION
Curated_gene_sets	SERVITJA_ISLET_HNF1A_TARGETS_DN	107	6	0.00022314272365203718	0.017892740618765203	PKLR:UGT1A1:UGT2B7:ADH1C:MLXIPL:KIF12	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/SERVITJA_ISLET_HNF1A_TARGETS_DN
Curated_gene_sets	BROWNE_HCMV_INFECTION_2HR_UP	38	4	0.00023599361656282856	0.018692421214336237	DHRS3:ADH1A:ADH1B:ADH1C	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BROWNE_HCMV_INFECTION_2HR_UP
Curated_gene_sets	GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_DN	1037	20	0.0002551488365307978	0.019966164979126885	CA14:DNMT3A:SPTBN1:SH3BP4:PRKAR2A:FOXP1:DNAJB14:ZKSCAN1:FOXP2:KIFC2:KANK1:ALDH3B1:INPPL1:CACNB3:DOCK9:NLGN2:DTNA:RTN2:DLGAP4:MECP2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_DN
Curated_gene_sets	CAIRO_HEPATOBLASTOMA_POOR_SURVIVAL	16	3	0.0002606703790294747	0.01996874243870416	CYP2E1:ALDH2:APOC4-APOC2:APOC4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/CAIRO_HEPATOBLASTOMA_POOR_SURVIVAL
Curated_gene_sets	REACTOME_RHOU_GTPASE_CYCLE	39	4	0.000261330732454173	0.01996874243870416	SPTBN1:STAM2:GIT2:GIT1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RHOU_GTPASE_CYCLE
Curated_gene_sets	ANDERSEN_LIVER_CANCER_KRT19_DN	72	5	0.00028068375570684573	0.02119815108506934	PKLR:UGT2B17:UGT2B15:ALDH1A1:PTGR1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ANDERSEN_LIVER_CANCER_KRT19_DN
Curated_gene_sets	HOSHIDA_LIVER_CANCER_SURVIVAL_DN	112	6	0.0002858287848416963	0.02133859721318181	AKR1A1:PKLR:ADH5:ADH6:CYP2B6:DLGAP4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HOSHIDA_LIVER_CANCER_SURVIVAL_DN
Curated_gene_sets	JINESH_BLEBBISHIELD_TRANSFORMED_STEM_CELL_SPHERES_DN	266	9	0.0003039009355305704	0.02242996109398926	CEP85L:AKAP7:ZNF394:ZNF483:INPPL1:PTGR2:RP5-1021I20.4:XYLT1:SULT1A2:SULT1A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/JINESH_BLEBBISHIELD_TRANSFORMED_STEM_CELL_SPHERES_DN
Curated_gene_sets	OHGUCHI_LIVER_HNF4A_TARGETS_DN	160	7	0.0003112030217336711	0.022459081026935654	AADAC:UGT2B17:UGT2A3:UGT2B28:ADH4:UGT3A2:GLYAT	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/OHGUCHI_LIVER_HNF4A_TARGETS_DN
Curated_gene_sets	REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION	17	3	0.00031466918759832864	0.022459081026935654	CYP3A5:MGST1:CYP2A13	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION
Curated_gene_sets	KEGG_PHENYLALANINE_METABOLISM	17	3	0.00031466918759832864	0.022459081026935654	ALDH3B1:ALDH1A3:ALDH3A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_PHENYLALANINE_METABOLISM
Curated_gene_sets	KIM_LIVER_CANCER_POOR_SURVIVAL_DN	42	4	0.000349044484773204	0.02464178183263	PKLR:ADH6:ADH1B:RGN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KIM_LIVER_CANCER_POOR_SURVIVAL_DN
Curated_gene_sets	RUAN_RESPONSE_TO_TNF_DN	77	5	0.0003838058901481878	0.026519353792685954	DHRS3:ADIPOQ:ALDH1A1:HIPK3:APOC4-APOC2:APOC4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/RUAN_RESPONSE_TO_TNF_DN
Curated_gene_sets	NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_DN	77	5	0.0003838058901481878	0.026519353792685954	CASQ2:ADIPOQ:ADH1B:ADH1C:ACACB	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_DN
Curated_gene_sets	BROWNE_HCMV_INFECTION_16HR_DN	78	5	0.00040746381920098336	0.02785765795484618	DHRS3:ADH5:ADH1A:ADH1B:GDF10	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BROWNE_HCMV_INFECTION_16HR_DN
Curated_gene_sets	BIOCARTA_CHREBP_PATHWAY	19	3	0.00044315458645302413	0.029865772577586817	PRKAB2:PRKAR2A:MLXIPL	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BIOCARTA_CHREBP_PATHWAY
Curated_gene_sets	DELYS_THYROID_CANCER_DN	223	8	0.00044603232332962605	0.029865772577586817	CASQ2:SPTBN1:ADH1A:ADH1B:ALDH1A1:GDF10:ALDH2:ALDH6A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/DELYS_THYROID_CANCER_DN
Curated_gene_sets	CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_UP	171	7	0.00046457313515400363	0.030789821559441363	SLC5A6:AADAC:ABCG2:ADH6:CYP2E1:GLYAT:ALDH3A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_UP
Curated_gene_sets	BOCHKIS_FOXA2_TARGETS	413	11	0.0005172679055906076	0.033330253961954576	FMO3:SCRN3:PRKAR2A:NRROS:UGT2B7:MLXIPL:ZKSCAN5:FOXP2:ALDH1A1:CYP2E1:ALDH6A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BOCHKIS_FOXA2_TARGETS
Curated_gene_sets	WP_HEMATOPOIETIC_STEM_CELL_GENE_REGULATION_BY_GABP_ALPHABETA_COMPLEX	20	3	0.0005182995612251597	0.033330253961954576	DNMT3A:PTEN:GABPB1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_HEMATOPOIETIC_STEM_CELL_GENE_REGULATION_BY_GABP_ALPHABETA_COMPLEX
Curated_gene_sets	JOHANSSON_GLIOMAGENESIS_BY_PDGFB_DN	20	3	0.0005182995612251597	0.033330253961954576	KIFC2:CACNB3:HBA2:HBA1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/JOHANSSON_GLIOMAGENESIS_BY_PDGFB_DN
Curated_gene_sets	WP_CLEAR_CELL_RENAL_CELL_CARCINOMA_PATHWAYS	84	5	0.0005733075942574856	0.03650620416374871	PKLR:TGFB2:PTEN:ACACB:LDHD	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_CLEAR_CELL_RENAL_CELL_CARCINOMA_PATHWAYS
Curated_gene_sets	BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_UP	787	16	0.0006140225831106058	0.03871919104178043	DHRS3:AADAC:MLF1:DNAJB14:KPNA5:ZNF394:ZKSCAN5:HIPK3:CELF1:CDK8:HSP90AA1:SECISBP2L:NFAT5:TANC2:RTN2:DLGAP4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_UP
Curated_gene_sets	CHIANG_LIVER_CANCER_SUBCLASS_INTERFERON_DN	50	4	0.0006833095788701597	0.04267399725732391	SLC5A6:MLXIPL:CKB:TRPM7	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/CHIANG_LIVER_CANCER_SUBCLASS_INTERFERON_DN
Curated_gene_sets	WP_ESTROGEN_METABOLISM_WP5276	22	3	0.0006919721679827655	0.042803421248076776	UGT1A10:UGT2B7:CYP3A5	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ESTROGEN_METABOLISM_WP5276
Curated_gene_sets	SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_UP	430	11	0.0007211489281790003	0.04418738008040195	DHRS3:ZBTB8B:CA14:SH3YL1:ADH1C:ALDH1A1:PTGR1:ALDH6A1:ALDH1A3:SULT1A1:ACSS1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_UP
Oncogenic_signatures	NFE2L2.V2	421	16	3.0784656417886956e-07	5.818300062980635e-05	UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:ADH6:DNAH8:KPNA5:PTGR1:MGST1:ALDH3A1:MPP3:SRXN1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/NFE2L2.V2
Computational_gene_sets	MODULE_93	175	16	8.897419095813809e-13	7.633985584208248e-10	DHRS3:AKR1A1:FMO3:TP53I3:ADH4:ADH1A:ADH1C:ADH7:BCKDHB:CYP3A5:ALDH1A1:ALDH3B1:ALDH6A1:ALDH1A3:ALDH3A1:CYP2B6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MODULE_93
Computational_gene_sets	MODULE_373	22	8	4.180445769239993e-12	1.7934112350039572e-09	ADH4:ADH1A:ADH1B:ADH1C:ADH7:ALDH1A1:ALDH3B1:ALDH3A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MODULE_373
Computational_gene_sets	MODULE_514	10	5	7.551965167176412e-09	2.1598620378124538e-06	TP53I3:ADH4:ADH1A:ADH1C:ADH7	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MODULE_514
Computational_gene_sets	MODULE_23	533	20	1.1758726304893339e-08	2.5222467923996213e-06	DHRS3:FMO3:CELSR3:AADAC:UGT2B15:UGT2B7:UGT2B4:ADH1A:ADH1B:ADH1C:ACO1:ALDH1A1:CYP2E1:GLYAT:INHBC:ACACB:ALDH6A1:CYP2B6:APOC4-APOC2:APOC4:RGN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MODULE_23
Computational_gene_sets	MODULE_464	13	5	3.7823697440998335e-08	6.490546480875314e-06	ALDH1A1:ALDH3B1:ALDH6A1:ALDH1A3:ALDH3A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MODULE_464
Computational_gene_sets	MODULE_194	14	5	5.845554402426208e-08	8.359142795469477e-06	ALDH1A1:ALDH3B1:ALDH6A1:ALDH1A3:ALDH3A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MODULE_194
Computational_gene_sets	MODULE_519	14	4	3.718239471314425e-06	0.0004557499237696824	AKR1A1:ADH4:ALDH1A1:ALDH3A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MODULE_519
Computational_gene_sets	MODULE_227	15	4	5.038648321953092e-06	0.0005403950325294692	UGT1A6:UGT2B15:UGT2B7:UGT2B4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MODULE_227
Computational_gene_sets	MODULE_247	35	5	8.270939869847311e-06	0.0007884962675921103	UGT2B15:ADH4:ADH1A:ALDH3B1:ALDH1A3	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MODULE_247
Computational_gene_sets	MODULE_135	21	4	2.1277844375120696e-05	0.0018256390473853556	FMO3:CYP2C18:CYP2E1:CYP2B6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MODULE_135
Computational_gene_sets	GNF2_LCAT	115	7	3.9521478949611847e-05	0.0029730315500008145	MASP2:PKLR:ADH6:ADH1C:CYP2E1:CYP2B6:APOC4-APOC2:APOC4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GNF2_LCAT
Computational_gene_sets	MODULE_212	309	11	4.158086083917223e-05	0.0029730315500008145	FMO3:AADAC:UGT2B15:UGT2B7:ADH4:BCKDHB:ACO1:ALDH1A1:GLYAT:MGST1:CYP2B6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MODULE_212
Computational_gene_sets	GNF2_HPN	123	7	6.072193758320722e-05	0.0040076478804916766	MASP2:UGT2B28:ADH6:ADH1C:CYP2E1:CYP2B6:APOC4-APOC2:APOC4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GNF2_HPN
Computational_gene_sets	MODULE_55	790	18	6.855753843994216e-05	0.00420159771296217	DHRS3:FMO3:AADAC:UGT2B15:UGT2B7:UGT2B4:ADH1A:ADH1B:ADH1C:ALDH1A1:CYP2E1:GLYAT:INHBC:ALDH1A3:CYP2B6:APOC4-APOC2:APOC4:NECAB3:RGN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MODULE_55
Computational_gene_sets	MODULE_106	12	3	0.00010485019810986665	0.005997431331884372	CYP2C18:CYP2E1:CYP2B6	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MODULE_106
Computational_gene_sets	MODULE_505	13	3	0.0001355034814653681	0.007138452767012578	UGT2B15:UGT2B7:UGT2B4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MODULE_505
Computational_gene_sets	MODULE_117	689	16	0.00014143787533707903	0.007138452767012578	DHRS3:CHRNB2:UGT1A4:AADAC:TXK:UGT2B17:UGT2B7:UGT2B4:UGT2A1:UGT2A1:ADH1A:BCKDHB:ALDH1A1:GIT2:RASA3:ALDH3A1:RGN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MODULE_117
Computational_gene_sets	MODULE_286	37	4	0.00021247242264287708	0.009746069772758431	TP53I3:ADH4:ADH1A:ADH1C	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MODULE_286
Computational_gene_sets	MODULE_88	790	17	0.00021582205790490698	0.009746069772758431	DHRS3:FMO3:AADAC:UGT2B15:UGT2B7:ADH1A:ADH1B:ADH1C:ALDH1A1:CYP2E1:GLYAT:INHBC:ALDH1A3:CYP2B6:APOC4-APOC2:APOC4:NECAB3:RGN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MODULE_88
Computational_gene_sets	MODULE_305	18	3	0.0003753859981025592	0.01610405931859979	ACO1:ALDH1A1:ALDH2	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MODULE_305
Computational_gene_sets	MODULE_40	79	5	0.00043220579364550973	0.0176586938546594	ADH4:ALDH1A1:GLYAT:ALDH6A1:ALDH3A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MODULE_40
Computational_gene_sets	GNF2_HPX	125	6	0.0005144909210686882	0.02006514592167884	MASP2:ADH6:ADH1C:CYP2E1:CYP2B6:APOC4-APOC2:APOC4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GNF2_HPX
Computational_gene_sets	MODULE_324	129	6	0.0006077290207666331	0.0226709347746857	TP53I3:ADH4:ADH1A:ADH1C:ADH7:RGN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MODULE_324
Computational_gene_sets	MODULE_19	298	9	0.000689758140609107	0.02382329919180155	SPTBN1:AADAC:ADH1A:ADH1B:ACO1:ALDH1A1:ALDH6A1:NECAB3:RGN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MODULE_19
Computational_gene_sets	MODULE_24	428	11	0.000694152074353192	0.02382329919180155	DHRS3:AADAC:UGT2B15:ADH1A:ACO1:ALDH1A1:CYP2E1:INHBC:CYP2B6:APOC4-APOC2:APOC4:RGN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MODULE_24
Computational_gene_sets	CAR_IGFBP1	52	4	0.0007933338357823939	0.026180016580819	ADH6:ADH1A:ADH1B:ADH1C	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/CAR_IGFBP1
Computational_gene_sets	MORF_BRCA1	250	8	0.0009407106534833192	0.02904068595853525	SYNJ2:CPSF4:CYP2E1:SLC4A8:CDK8:NFAT5:TANC2:DTNA	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MORF_BRCA1
Computational_gene_sets	MODULE_112	251	8	0.0009651626758967926	0.02904068595853525	CHRNB2:UGT1A6:AADAC:UGT2B7:ADH1B:ALDH1A3:CYP2B6:RGN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MODULE_112
Computational_gene_sets	GNF2_TST	95	5	0.0010026111252283837	0.02904068595853525	PKLR:ADH1C:CYP2E1:CYP2B6:APOC4-APOC2:APOC4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GNF2_TST
Computational_gene_sets	GNF2_IGF1	25	3	0.001015408599948785	0.02904068595853525	ADH1C:CYP2E1:APOC4-APOC2:APOC4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GNF2_IGF1
Computational_gene_sets	MORF_FOSL1	386	10	0.0011385724730464443	0.03151274780238223	MASP2:SYNJ2:ACO1:PTEN:CYP2E1:SLC4A8:ACACB:NFAT5:TANC2:DTNA	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MORF_FOSL1
Computational_gene_sets	GNF2_CEBPA	59	4	0.0012770114408173002	0.034239869256913864	MASP2:ADH1C:CYP2E1:APOC4-APOC2:APOC4	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GNF2_CEBPA
Computational_gene_sets	MODULE_184	28	3	0.0014210543585889256	0.03694741332331206	ALDH1A1:ALDH2:ALDH6A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MODULE_184
Computational_gene_sets	MODULE_221	29	3	0.0015757544677374765	0.039764627450551614	ALDH1A1:ALDH2:ALDH6A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/MODULE_221
Cell_type_signature	AIZARANI_LIVER_C11_HEPATOCYTES_1	285	22	1.3719809839824413e-15	1.138744216705426e-12	FMO3:AADAC:UGT2B15:UGT2B7:UGT2B4:ADH4:ADH6:ADH1A:ADH1B:MLXIPL:CYP3A5:ALDH1A1:PTGR1:CYP2E1:GLYAT:MGST1:ALDH2:ALDH6A1:CYP2B6:CYP2A13:APOC4-APOC2:APOC4:RGN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/AIZARANI_LIVER_C11_HEPATOCYTES_1
Cell_type_signature	AIZARANI_LIVER_C14_HEPATOCYTES_2	210	18	9.716370777779925e-14	4.0322938727786686e-11	FMO3:UGT2B7:ADH4:ADH6:ADH1A:ADH1B:MLXIPL:ALDH1A1:PTGR1:CYP2E1:GLYAT:MGST1:ALDH2:ALDH6A1:CYP2B6:CYP2A13:APOC4-APOC2:APOC4:RGN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/AIZARANI_LIVER_C14_HEPATOCYTES_2
Cell_type_signature	DESCARTES_FETAL_LIVER_HEPATOBLASTS	444	22	1.0736797361601587e-11	2.970513936709772e-09	FMO3:AADAC:UGT2B15:UGT2B10:UGT2A3:UGT2B7:UGT2B4:ADH4:ADH6:ADH1A:MLXIPL:CYP3A5:CYP3A43:FOXP2:ALDH1A1:KIF12:GLYAT:MGST1:ALDH6A1:LDHD:APOC4-APOC2:APOC4:RGN	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/DESCARTES_FETAL_LIVER_HEPATOBLASTS
Cell_type_signature	AIZARANI_LIVER_C17_HEPATOCYTES_3	98	8	1.2254566404282681e-06	0.00022988507740750848	UGT2B7:ADH4:ADH1A:ADH1B:MLXIPL:CYP2E1:CYP2B6:CYP2A13	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/AIZARANI_LIVER_C17_HEPATOCYTES_3
Cell_type_signature	BUSSLINGER_DUODENAL_LATE_IMMATURE_ENTEROCYTES	173	10	1.3848498639006535e-06	0.00022988507740750848	AADAC:UGT2B17:UGT2A3:UGT2B7:ABCG2:CYP3A5:ALDH1A1:PTGR1:CYP2C18:SULT1A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BUSSLINGER_DUODENAL_LATE_IMMATURE_ENTEROCYTES
Cell_type_signature	BUSSLINGER_DUODENAL_EARLY_IMMATURE_ENTEROCYTES	105	7	2.195570874444271e-05	0.0030372063763145747	AKR1A1:AADAC:UGT2B17:ADH1C:ALDH1A1:PTGR1:LIMA1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/BUSSLINGER_DUODENAL_EARLY_IMMATURE_ENTEROCYTES
Cell_type_signature	DESCARTES_FETAL_SPLEEN_AFP_ALB_POSITIVE_CELLS	177	8	9.271545676068638e-05	0.0109934041587671	MASP2:UGT2B4:ADH4:ADH6:ADH1A:CYP3A5:MGST1:ALDH6A1	http://www.gsea-msigdb.org/gsea/msigdb/human/geneset/DESCARTES_FETAL_SPLEEN_AFP_ALB_POSITIVE_CELLS
