Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value,Beta,Select,,analysis_id
WBFFMadjBMI female custom,WBFFMadjBMI_female_custom,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,210118,,0.0215858617164412,1.50385336691333,,,continuous-WBFFMadjBMI_female_custom-females--custom
Diabetes diagnosed by doctor,2443,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,18980,374778,0.0219320277418566,5.12779991482505,,,categorical-2443-both_sexes--
"J18 Pneumonia, organism unspecified",131456,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,19186,375655,0.0229121288894476,5.42198540145774,,,icd_first_occurrence-131456-both_sexes--
Eosinophill count,30150,continuous,,Biological samples > Assay results > Blood assays > Blood count,,382765,,0.0231627575412748,1.54855037258356,,,continuous-30150-both_sexes--irnt
Osteoarthritis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,33285,361498,0.0233043296015447,5.26315020732663,,,categorical-20002-both_sexes-1465-
Age started wearing glasses or contact lenses,2217,continuous,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Eyesight,,340104,,0.0236102239158466,-1.56092618962869,,,continuous-2217-both_sexes--irnt
Q22.1 Bilateral salpingoophorectomy,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,7555,206058,0.0246314590736906,5.31126068130979,,,categorical-41210-both_sexes-Q221-
H00 Hordeolum and chalazion,131128,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,9875,384966,0.0251038366404021,5.28190012228037,,,icd_first_occurrence-131128-both_sexes--
J32 Chronic sinusitis,131468,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,10141,384700,0.0251353504478164,5.27996523834561,,,icd_first_occurrence-131468-both_sexes--
M47 Spondylosis,131916,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,22983,371858,0.0254693081141793,5.19790627290755,,,icd_first_occurrence-131916-both_sexes--
Forced expiratory volume in 1-second (FEV1),3063,continuous,,UK Biobank Assessment Centre > Physical measures > Spirometry,,360076,,0.0261757097865912,-1.12082716718253,,,continuous-3063-both_sexes--irnt
H66 Suppurative and unspecified otitis media,131230,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,8119,386722,0.0277373898616882,5.12883627050663,,,icd_first_occurrence-131230-both_sexes--
Bilateral oophorectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,16774,196814,0.0277741811138019,5.06815755721597,,,categorical-20004-both_sexes-1355-
N76 Other inflammation of vagina and vulva,132118,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,3897,209716,0.0288726740153091,5.06783177801885,,,icd_first_occurrence-132118-both_sexes--
Smoking status,20116,categorical,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,139663,253581,0.0289661497682202,3.13112363829843,,,categorical-20116-both_sexes-1-
Bilateral oophorectomy (both ovaries removed),2834,categorical,,UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors,,17297,193315,0.0293271035666546,4.97144170416573,,,categorical-2834-both_sexes--
Mean corpuscular haemoglobin concentration,30060,continuous,,Biological samples > Assay results > Blood assays > Blood count,,383462,,0.029535802077928,-1.47804239179758,,,continuous-30060-both_sexes--irnt
"N85 Other noninflammatory disorders of uterus, except cervix",132132,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,5946,207667,0.0313977081819931,4.94132867594908,,,icd_first_occurrence-132132-both_sexes--
"Medication for pain relief, constipation, heartburn",6154,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,11372,379311,0.0314213842967178,4.83950963377557,,,categorical-6154-both_sexes-6-
FH Diabetes custom,FH_Diabetes_custom,categorical,,,,82451,298541,0.0326109439374798,2.8322626831885,,,categorical-FH_Diabetes_custom-both_sexes--custom
B34 Viral infection of unspecified site,130224,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,8881,385960,0.0327159875130818,4.87982879692322,,,icd_first_occurrence-130224-both_sexes--
Sodium in urine,30530,continuous,,Biological samples > Assay results > Urine assays,,382952,,0.0338193376045385,1.41899544692145,,,continuous-30530-both_sexes--irnt
Aspirin,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,52796,341987,0.0345146587812609,4.62810654302088,,,categorical-20003-both_sexes-1140868226-
L50 Urticaria,131754,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,8618,386223,0.0345866689233936,4.79731019037505,,,icd_first_occurrence-131754-both_sexes--
B01 Varicella [chickenpox],130176,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,9631,385210,0.0350243976443056,4.7787300794267,,,icd_first_occurrence-130176-both_sexes--
Glucose,30740,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,344692,,0.0353147721966406,2.04380983999119,,,continuous-30740-both_sexes--irnt
E78 Disorders of lipoprotein metabolism and other lipidaemias,130814,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,81328,313513,0.0357131015473846,4.11092815724467,,,icd_first_occurrence-130814-both_sexes--
SHBG,30830,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,341779,,0.0374222562565472,-1.77487790953191,,,continuous-30830-both_sexes--irnt
Q07.4 Total abdominal hysterectomy NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,8492,205121,0.0382954863381272,4.64783228255717,,,categorical-41200-both_sexes-Q074-
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones",6153,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,37077,175556,0.038508973278653,4.13900773924487,,,categorical-6153-both_sexes-2-
Neutrophill count,30140,continuous,,Biological samples > Assay results > Blood assays > Blood count,,382765,,0.0391767460294129,1.39782078954592,,,continuous-30140-both_sexes--irnt
"Medication for pain relief, constipation, heartburn",6154,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,55157,335526,0.0397036123912711,4.39595447023114,,,categorical-6154-both_sexes-1-
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones",6153,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,15824,196809,0.0401469295623161,4.57724603190807,,,categorical-6153-both_sexes-4-
Cancer diagnosed by doctor,2453,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,30948,362566,0.0431385876563723,4.47260332118569,,,categorical-2453-both_sexes--
L03 Cellulitis,131702,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,22996,371845,0.0436964393892685,4.45499493010543,,,icd_first_occurrence-131702-both_sexes--
H92 Otalgia and effusion of ear,131262,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,12871,381970,0.0454101968593863,4.40324315255027,,,icd_first_occurrence-131262-both_sexes--
X99.8 No procedure performed,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,128550,266291,0.0460170297007147,2.99269127132097,,,categorical-41200-both_sexes-X998-
D64 Other anaemias,130648,icd_first_occurrence,,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",,16820,378021,0.0486391438047423,4.2503665184516,,,icd_first_occurrence-130648-both_sexes--
N39 Other disorders of urinary system,132070,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,35492,359349,0.0488065033476899,4.76584898080277,,,icd_first_occurrence-132070-both_sexes--
FH Heart disease custom,FH_Heart_disease_custom,categorical,,,,176473,204519,0.0503840292422698,2.91987701339069,,,categorical-FH_Heart_disease_custom-both_sexes--custom
H60 Otitis externa,131222,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,17587,377254,0.0521982273123652,4.20878302848721,,,icd_first_occurrence-131222-both_sexes--
B35 Dermatophytosis,130226,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,25955,368886,0.0526589370869938,4.19320811588751,,,icd_first_occurrence-130226-both_sexes--
M19 Other arthrosis,131876,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,59705,335136,0.0527477713298174,3.97809584557187,,,icd_first_occurrence-131876-both_sexes--
F41 Other anxiety disorders,130906,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,18338,376503,0.0534307090813381,4.10748129995771,,,icd_first_occurrence-130906-both_sexes--
N80 Endometriosis,132122,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,7568,206045,0.05515450102809,4.13334788532514,,,icd_first_occurrence-132122-both_sexes--
Ever used hormone-replacement therapy (HRT),2814,categorical,,UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors,,84044,128935,0.0552753157549537,3.99417153218877,,,categorical-2814-both_sexes--
branched chain amino acids,branched_chain_amino_acids,continuous,,Biological samples > Assay results > Blood assays > Biological samples > NMR metabolomics,,94971,,0.0573840616224756,-1.80028574071854,,,continuous-branched_chain_amino_acids-both_sexes--custom
N93 Other abnormal uterine and vaginal bleeding,132148,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,8684,204929,0.0590302002982591,4.04001747695878,,,icd_first_occurrence-132148-both_sexes--
Age when last used oral contraceptive pill,2804,continuous,,UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors,,153886,,0.0593311483430533,-1.30523888956262,,,continuous-2804-both_sexes--irnt
easy wakeup 1170 quant,easy_wakeup_1170_quant,continuous,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sleep,,391222,,0.0617566738757813,-1.27834327419433,,,continuous-easy_wakeup_1170_quant-both_sexes--custom
K80 Cholelithiasis,131674,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,22173,372668,0.061841281644935,3.79914602946035,,,icd_first_occurrence-131674-both_sexes--
Lymphocyte count,30120,continuous,,Biological samples > Assay results > Blood assays > Blood count,,382765,,0.065662949544517,1.25433714064499,,,continuous-30120-both_sexes--irnt
Fractured/broken bones in last 5 years,2463,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,37911,354806,0.0685462600528023,3.73294487732722,,,categorical-2463-both_sexes--
D50 Iron deficiency anaemia,130622,icd_first_occurrence,,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",,16576,378265,0.0685852797962507,3.7903142560584,,,icd_first_occurrence-130622-both_sexes--
J22 Unspecified acute lower respiratory infection,131462,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,47290,347551,0.0697597895900304,4.15636103836124,,,icd_first_occurrence-131462-both_sexes--
F17 Mental and behavioural disorders due to use of tobacco,130868,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,30640,364201,0.0721710304183885,3.62600273896375,,,icd_first_occurrence-130868-both_sexes--
Microalbumin in urine,30500,continuous,,Biological samples > Assay results > Urine assays,,119013,,0.0737146798187644,1.24630114591424,,,continuous-30500-both_sexes--irnt
O80 Single spontaneous delivery,132276,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,12209,201404,0.0759390937292376,3.71143252924984,,,icd_first_occurrence-132276-both_sexes--
Hysterectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,40027,173561,0.0764085968296552,3.51317071861892,,,categorical-20004-both_sexes-1357-
Smoking status,20116,categorical,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,213273,179971,0.0785528873820138,-2.34751870805418,,,categorical-20116-both_sexes-0-
isoleucine,isoleucine,continuous,,Biological samples > Assay results > Blood assays > Biological samples > NMR metabolomics,,94995,,0.0795612729192517,-1.69370322408788,,,continuous-isoleucine-both_sexes--custom
Depression,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,22602,372181,0.0806725817791491,3.63456019621003,,,categorical-20002-both_sexes-1286-
FH Chronic bronchitis emphysema custom,FH_Chronic_bronchitis_emphysema_custom,categorical,,,,66190,314802,0.0823021832737451,3.87802502704217,,,categorical-FH_Chronic_bronchitis_emphysema_custom-both_sexes--custom
