	SYMBOL	P	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT
391	SESN2	0.88836	1	28259452	28282491	216	27	117241	-1.2178
392	MED18	0.012903	1	28329002	28335967	91	20	117241	2.2291
393	PHACTR4	0.019615	1	28369582	28500369	531	78	117241	2.0618
394	RCC1	0.06747	1	28505943	28539196	182	31	117241	1.4949
395	TRNAU1AP	0.09476	1	28553017	28578545	211	22	117241	1.312
396	RAB42	0.29775	1	28592200	28594586	91	24	117241	0.53087
397	TAF12	0.21597	1	28603096	28643109	214	38	117241	0.78587
398	GMEB1	0.42752	1	28668722	28715603	287	13	117241	0.1827
399	LOC105376911	0.54281	1	28677907	28681528	91	9	117241	-0.10751
400	YTHDF2	0.30969	1	28736621	28769775	214	18	117241	0.49673
401	OPRD1	0.13436	1	28812142	28863696	264	26	117241	1.106
402	EPB41	0.06112	1	28887091	29120046	712	61	117241	1.5454
403	TMEM200B	0.22921	1	29119425	29129134	99	17	117241	0.74144
404	SRSF4	0.0077131	1	29147738	29182125	238	36	117241	2.4222
405	MECR	0.0060955	1	29167696	29230958	379	54	117241	2.5066
406	PTPRU	0.07463	1	29236516	29326813	353	35	117241	1.4422
407	MATN1	0.042566	1	30711277	30723585	176	18	117241	1.7217
408	LAPTM5	0.017186	1	30732468	30757836	251	33	117241	2.1157
409	SDC3	0.99321	1	30869466	30909735	285	34	117241	-2.4681
410	PUM1	0.97428	1	30931506	31065717	847	52	117241	-1.9478
411	NKAIN1	0.033134	1	31179745	31239887	321	35	117241	1.8366
412	SNRNP40	0.46289	1	31259568	31296797	210	41	117241	0.093167
413	ZCCHC17	0.86343	1	31296982	31365722	400	80	117241	-1.0959
414	FABP3	0.39894	1	31360418	31373283	123	40	117241	0.25609
415	SERINC2	0.57087	1	31409565	31434680	162	27	117241	-0.17858
416	TINAGL1	0.61487	1	31576384	31587686	159	21	117241	-0.29204
417	HCRTR1	0.45998	1	31617689	31632519	159	16	117241	0.10047
418	PEF1	0.40581	1	31629862	31645237	139	16	117241	0.23833
419	COL16A1	0.1612	1	31652247	31704167	332	20	117241	0.98954
420	ADGRB2	0.18623	1	31727105	31764063	218	20	117241	0.89188
421	SPOCD1	0.28637	1	31790422	31816051	133	14	117241	0.56401
422	PTP4A2	0.62517	1	31906421	31938387	293	19	117241	-0.31908
423	KHDRBS1	0.00059604	1	32013694	32060859	275	45	117241	3.2408
424	TMEM39B	0.00045039	1	32072031	32102866	144	19	117241	3.3198
425	KPNA6	6.8079e-05	1	32108043	32176568	279	48	117241	3.815
426	TXLNA	0.018572	1	32179695	32198285	147	28	117241	2.0842
427	CCDC28B	0.080364	1	32200386	32205390	88	18	117241	1.4026
428	TMEM234	0.076998	1	32204806	32222353	116	21	117241	1.4256
429	IQCC	0.080545	1	32205635	32208687	80	15	117241	1.4014
430	DCDC2B	0.10772	1	32209094	32216196	82	14	117241	1.2388
431	EIF3I	0.17093	1	32221867	32231604	101	16	117241	0.9505
432	FAM167B	0.099585	1	32247217	32248860	82	12	117241	1.2839
433	LCK	0.0027008	1	32251239	32286170	210	32	117241	2.7821
434	HDAC1	3.3681e-06	1	32292107	32333628	208	40	117241	4.5019
435	MARCKSL1	7.1849e-06	1	32333829	32336239	58	15	117241	4.3381
436	FAM229A	5e-10	1	32361270	32362243	53	21	117241	6.1094
437	TSSK3	5e-10	1	32362261	32364325	54	22	117241	6.1094
438	BSDC1	5e-10	1	32364633	32394461	127	34	117241	6.1094
439	ZBTB8B	0.052882	1	32465057	32487859	109	29	117241	1.6175
440	ZBTB8A	5e-09	1	32539145	32605950	202	38	117241	5.7307
441	ZBTB8OS	9e-09	1	32620820	32651013	131	34	117241	5.6302
442	RBBP4	4e-09	1	32651148	32686211	163	41	117241	5.7685
443	SYNC	2.0202e-06	1	32679906	32702760	136	27	117241	4.6093
444	KIAA1522	0.00013914	1	32741911	32774970	101	60	117241	3.6347
445	YARS	0.01667	1	32775239	32818032	98	65	117241	2.128
446	S100PBP	0.00092623	1	32816767	32858879	105	66	117241	3.1129
447	FNDC5	0.00011397	1	32862268	32872492	62	32	117241	3.6859
448	HPCA	0.014924	1	32886087	32894646	77	19	117241	2.1721
449	TMEM54	0.034919	1	32894595	32901435	80	12	117241	1.813
450	RNF19B	0.064529	1	32932498	32965266	132	25	117241	1.5178
451	AK2	0.44795	1	33007940	33036911	162	14	117241	0.13084
452	AZIN2	0.39799	1	33081110	33178892	442	24	117241	0.25855
453	TRIM62	0.44093	1	33145399	33182070	207	23	117241	0.14861
454	ZNF362	0.011391	1	33256307	33300720	189	34	117241	2.2771
455	A3GALT2	0.0038841	1	33306766	33321098	94	28	117241	2.662
456	PHC2	0.11843	1	33323623	33430610	365	46	117241	1.1829
457	ZSCAN20	0.56331	1	33472631	33500693	138	29	117241	-0.15936
458	CSMD2	0.0078577	1	33513999	34165842	2251	127	117241	2.4155
459	HMGB4	0.0033275	1	33860475	33864791	89	19	117241	2.7136
460	C1orf94	0.28056	1	34166883	34219131	270	43	117241	0.58117
461	GJB5	0.34589	1	34755046	34758512	107	22	117241	0.39645
462	GJB4	0.25191	1	34759741	34763724	105	18	117241	0.66849
463	GJB3	0.15173	1	34781189	34786366	112	17	117241	1.029
464	GJA4	0.17591	1	34792958	34795750	117	29	117241	0.93106
465	SMIM12	0.89061	1	34850362	34859816	150	21	117241	-1.2298
466	DLGAP3	0.89266	1	34862120	34929585	444	68	117241	-1.2408
467	ZMYM6NB	0.30407	1	34981526	34985347	83	20	117241	0.51274
468	ZMYM6	0.34715	1	34986165	35031968	240	39	117241	0.39303
469	ZMYM1	0.35224	1	35059786	35115859	393	50	117241	0.37928
470	SFPQ	0.43298	1	35176380	35193158	193	35	117241	0.16879
471	ZMYM4	0.16043	1	35268714	35421944	551	80	117241	0.9927
472	KIAA0319L	0.19395	1	35433490	35557670	363	20	117241	0.86343
473	NCDN	0.1423	1	35557792	35566779	52	11	117241	1.07
474	TFAP2E	0.072901	1	35573370	35595328	86	15	117241	1.4545
475	PSMB2	0.045224	1	35599541	35641844	191	24	117241	1.693
476	C1orf216	0.11849	1	35713875	35719189	69	16	117241	1.1826
477	CLSPN	0.20806	1	35720691	35769997	185	25	117241	0.81318
478	AGO4	0.15147	1	35807630	35857890	167	29	117241	1.0301
479	AGO1	0.15588	1	35869791	35924298	165	35	117241	1.0116
480	AGO3	0.081702	1	35923403	36056747	361	41	117241	1.3937
481	TEKT2	0.011216	1	36084075	36088276	36	18	117241	2.283
482	ADPRHL2	0.013369	1	36088852	36093932	34	16	117241	2.2153
483	COL8A2	0.029941	1	36095236	36125770	117	23	117241	1.8817
484	TRAPPC3	0.022548	1	36136569	36156053	103	26	117241	2.0038
485	MAP7D1	0.017205	1	36155965	36180849	114	24	117241	2.1152
486	THRAP3	0.044794	1	36224416	36305357	220	35	117241	1.6976
487	SH3D21	0.097137	1	36305726	36321962	64	20	117241	1.298
488	EVA1B	0.04263	1	36322030	36324154	51	17	117241	1.721
489	STK40	0.0058492	1	36339619	36385927	155	41	117241	2.5211
490	LSM10	0.0055217	1	36393420	36397959	57	20	117241	2.5413
491	OSCP1	0.0111	1	36417906	36450485	94	16	117241	2.2869
492	MRPS15	0.011309	1	36455761	36464439	38	10	117241	2.2798
493	CSF3R	0.0023214	1	36466043	36483314	52	23	117241	2.8308
494	GRIK3	0.030584	1	36795527	37034548	1113	93	117241	1.8723
495	ZC3H12A	0.62226	1	37473455	37484377	108	21	117241	-0.31142
496	MEAF6	0.83449	1	37489960	37514819	185	32	117241	-0.97206
497	SNIP1	0.37009	1	37534449	37554344	146	41	117241	0.33162
498	DNALI1	0.17258	1	37556919	37566857	122	17	117241	0.94402
499	GNL2	0.2792	1	37566812	37595985	207	29	117241	0.58523
500	RSPO1	0.4058	1	37611350	37634923	164	24	117241	0.23836
501	C1orf109	0.31338	1	37681570	37692336	132	28	117241	0.48628
502	CDCA8	0.25825	1	37692401	37709719	152	26	117241	0.64875
503	EPHA10	0.167	1	37713886	37765152	313	35	117241	0.96607
504	MANEAL	0.25576	1	37793820	37801606	154	21	117241	0.65649
505	YRDC	0.2239	1	37802942	37808193	151	23	117241	0.75908
506	C1orf122	0.2091	1	37807801	37809454	127	24	117241	0.80955
507	MTF1	0.28784	1	37809567	37859624	357	43	117241	0.55972
508	INPP5B	0.46231	1	37860697	37947084	518	54	117241	0.094625
509	SF3A3	0.0012381	1	37956975	37990490	211	40	117241	3.0262
510	FHL3	0.00063308	1	37996770	38005515	86	25	117241	3.2235
511	UTP11L	9.8508e-05	1	38012712	38024825	125	30	117241	3.7228
512	POU3F1	0.00014814	1	38043851	38046778	88	24	117241	3.6185
513	RRAGC	0.14624	1	38838197	38859823	154	24	117241	1.0527
514	MYCBP	0.26701	1	38862490	38873378	104	25	117241	0.62188
515	GJA9	0.61989	1	38874067	38881626	111	20	117241	-0.30519
516	RHBDL2	0.53091	1	38885806	38941830	324	36	117241	-0.077545
517	AKIRIN1	0.14917	1	38991244	39006065	71	19	117241	1.04
518	NDUFS5	0.90715	1	39026295	39034636	74	19	117241	-1.3234
519	MACF1	0.32898	1	39081417	39487138	1779	145	117241	0.44273
520	KIAA0754	0.0642	1	39409504	39416482	111	24	117241	1.5204
521	LOC105378950	0.2625	1	39488834	39491993	131	18	117241	0.63567
522	BMP8A	0.36336	1	39491634	39529869	293	18	117241	0.34948
523	PABPC4	0.15157	1	39560813	39576849	132	27	117241	1.0297
524	HEYL	0.29863	1	39623431	39639676	123	28	117241	0.52835
525	NT5C1A	0.065767	1	39659121	39672038	108	29	117241	1.5081
526	HPCAL4	0.083765	1	39678648	39691710	105	26	117241	1.3802
527	PPIE	0.16607	1	39738845	39763914	135	29	117241	0.96981
528	BMP8B	0.29852	1	39757182	39788861	152	39	117241	0.52865
529	OXCT2	0.15079	1	39769525	39771348	67	23	117241	1.033
530	LOC105378951	0.17073	1	39784636	39808042	136	43	117241	0.95128
531	LOC101929536	0.58115	1	39788982	39790171	60	26	117241	-0.20484
532	TRIT1	0.090442	1	39841031	39883511	205	40	117241	1.338
533	MYCL	0.17016	1	39895424	39902015	75	22	117241	0.95354
534	MFSD2A	0.044477	1	39955112	39969968	134	28	117241	1.7009
535	CAP1	0.055395	1	40040240	40072649	235	39	117241	1.5947
536	PPT1	0.017553	1	40072710	40097470	195	43	117241	2.1071
537	RLF	0.37557	1	40161369	40240921	424	69	117241	0.31713
538	TMCO2	0.55334	1	40247901	40251693	170	21	117241	-0.13411
539	ZMPSTE24	0.067888	1	40258050	40294184	349	38	117241	1.4917
540	COL9A2	0.005309	1	40300487	40317690	151	28	117241	2.555
541	SMAP2	0.014127	1	40344844	40423326	370	47	117241	2.1937
542	ZFP69B	0.15233	1	40450086	40463718	110	19	117241	1.0265
543	ZFP69	0.021714	1	40477220	40496343	182	14	117241	2.0196
544	EXO5	0.022598	1	40508719	40517725	143	12	117241	2.0028
545	ZNF684	0.02176	1	40531155	40548169	150	20	117241	2.0187
546	RIMS3	0.0036639	1	40620680	40692084	188	45	117241	2.6816
547	NFYC	2.0708e-05	1	40691570	40771603	266	56	117241	4.0994
548	KCNQ4	4.6276e-06	1	40784012	40840452	284	35	117241	4.4339
549	CITED4	0.04468	1	40861056	40862346	80	26	117241	1.6988
550	CTPS1	0.35071	1	40979299	41012565	268	21	117241	0.3834
551	SLFNL1	0.19873	1	41015597	41023444	177	18	117241	0.84615
552	SCMH1	0.068815	1	41027199	41242159	965	66	117241	1.4847
553	FOXO6	0.0016615	1	41361931	41383591	238	48	117241	2.9362
554	LOC101929901	0.00081368	1	41375004	41380923	165	37	117241	3.151
555	EDN2	5e-10	1	41478775	41484683	115	30	117241	6.1094
556	HIVEP3	3.0381e-20	1	41506365	42035931	2220	122	117241	9.143
557	GUCA2B	0.22595	1	42153421	42155824	64	12	117241	0.75225
558	GUCA2A	0.22199	1	42162691	42164724	48	17	117241	0.76548
559	FOXJ3	3.6408e-05	1	42176539	42335877	704	50	117241	3.9669
560	RIMKLA	0.0084231	1	42380797	42424229	201	37	117241	2.39
561	ZMYND12	0.018971	1	42430329	42456267	130	27	117241	2.0755
562	PPCS	0.0031872	1	42456341	42473381	105	22	117241	2.7279
563	CCDC30	0.013631	1	42463318	42654664	739	53	117241	2.2078
564	PPIH	0.33475	1	42657770	42681654	108	21	117241	0.42684
565	YBX1	0.73148	1	42682389	42702363	109	17	117241	-0.61729
566	CLDN19	0.41114	1	42733093	42740254	84	14	117241	0.22462
567	P3H1	0.516	1	42746335	42767084	122	17	117241	-0.040109
568	C1orf50	0.41358	1	42767245	42775742	71	15	117241	0.21834
569	LOC100129924	0.5682	1	42787990	42798230	87	23	117241	-0.17179
570	CCDC23	0.066909	1	42807052	42817388	103	21	117241	1.4992
571	ERMAP	0.0298	1	42817105	42844989	162	32	117241	1.8837
572	ZNF691	0.25788	1	42846573	42852477	109	12	117241	0.64989
573	SLC2A1	0.33206	1	42925375	42959176	169	17	117241	0.43424
574	LOC105378684	0.48838	1	42979698	42985699	112	12	117241	0.02913
575	FAM183A	0.50169	1	43142979	43156396	85	26	117241	-0.0042373
576	EBNA1BP2	0.49771	1	43164174	43172570	89	21	117241	0.0057448
577	CFAP57	0.46652	1	43172330	43254358	320	42	117241	0.084028
578	TMEM125	0.48263	1	43269951	43274002	94	25	117241	0.043563
579	C1orf210	0.56539	1	43281865	43285840	81	24	117241	-0.16466
580	TIE1	0.78164	1	43300895	43323110	134	37	117241	-0.77773
581	MPL	0.73221	1	43337418	43354464	120	24	117241	-0.6195
582	CDC20	0.53516	1	43358955	43363203	72	18	117241	-0.088254
583	ELOVL1	0.27013	1	43363397	43368074	69	18	117241	0.61242
584	MED8	0.086802	1	43383908	43389812	88	21	117241	1.3607
585	SZT2	0.019038	1	43384830	43454247	412	38	117241	2.074
586	HYI	0.38805	1	43450607	43455882	111	21	117241	0.28441
587	PTPRF	0.37233	1	43522238	43623672	579	35	117241	0.32569
588	KDM4A	0.13349	1	43650126	43705518	379	38	117241	1.11
589	ST3GAL3	0.00055965	1	43705824	43931165	686	72	117241	3.2587
590	ARTN	0.0014121	1	43931897	43937241	59	20	117241	2.9862
591	IPO13	0.003009	1	43946806	43968022	101	27	117241	2.7468
592	DPH2	0.053355	1	43969981	43973371	71	15	117241	1.6132
593	ATP6V0B	0.04927	1	43974648	43978300	76	16	117241	1.652
594	B4GALT2	0.042622	1	43979202	43991171	87	17	117241	1.721
595	CCDC24	0.009538	1	43991608	43996528	60	21	117241	2.344
596	SLC6A9	0.00019127	1	43996483	44031492	161	31	117241	3.5519
597	KLF17	0.0013952	1	44043927	44135140	428	28	117241	2.9899
598	LOC105378952	0.0029922	1	44137796	44141631	48	17	117241	2.7486
599	DMAP1	0.0079659	1	44213432	44220679	90	12	117241	2.4105
600	ERI3	0.015561	1	44221070	44355279	495	39	117241	2.1555
601	RNF220	0.042625	1	44404783	44651724	985	95	117241	1.721
602	TMEM53	0.0065649	1	44653247	44674608	91	23	117241	2.4802
603	C1orf228	0.0072081	1	44674694	44725591	166	39	117241	2.4467
604	KIF2C	0.004521	1	44739712	44767767	126	25	117241	2.6105
605	RPS8	0.010977	1	44775574	44778740	65	20	117241	2.2912
606	BEST4	0.00599	1	44782045	44792828	80	26	117241	2.5127
607	PLK3	0.0058837	1	44799952	44805995	64	20	117241	2.519
608	TCTEX1D4	0.0083235	1	44805908	44807442	53	16	117241	2.3944
609	BTBD19	0.0087903	1	44807457	44814199	72	20	117241	2.3743
610	PTCH2	0.00012404	1	44819844	44842944	131	30	117241	3.6642
611	EIF2B3	0.083702	1	44850522	44986722	551	96	117241	1.3806
612	HECTD3	0.9745	1	45002546	45011355	132	29	117241	-1.9515
613	UROD	0.93978	1	45012133	45015669	105	22	117241	-1.5529
614	ZSWIM5	0.08394	1	45016399	45206578	833	94	117241	1.379
615	HPDL	0.66794	1	45326873	45328675	85	18	117241	-0.43423
616	MUTYH	0.68423	1	45329242	45340470	118	23	117241	-0.47957
617	TOE1	0.77237	1	45339670	45343978	93	22	117241	-0.74667
618	TESK2	0.60689	1	45343883	45491342	707	33	117241	-0.27121
619	MMACHC	0.64262	1	45500184	45511067	91	22	117241	-0.36547
620	PRDX1	0.785	1	45511035	45522890	84	24	117241	-0.78919
621	AKR1A1	0.59788	1	45550783	45570051	96	25	117241	-0.24786
622	NASP	0.47678	1	45583988	45618906	156	30	117241	0.058246
623	CCDC17	0.56876	1	45620044	45624787	83	21	117241	-0.17322
624	GPBP1L1	0.4248	1	45627304	45688110	255	25	117241	0.18962
625	TMEM69	0.36734	1	45688175	45694436	78	19	117241	0.3389
626	IPP	0.38458	1	45694324	45750813	233	29	117241	0.29348
627	MAST2	0.40176	1	45786992	46036124	800	37	117241	0.24879
628	PIK3R3	0.00459	1	46040140	46176495	587	26	117241	2.6053
629	TSPAN1	0.003534	1	46175077	46196489	144	17	117241	2.6936
630	POMGNT1	0.0031601	1	46188681	46220305	204	20	117241	2.7307
631	LURAP1	0.0034143	1	46203334	46221256	147	19	117241	2.7051
632	RAD54L	0.0054771	1	46247695	46278473	185	26	117241	2.5442
633	LRRC41	0.0048852	1	46278400	46303366	164	27	117241	2.5838
634	UQCRH	0.0053594	1	46303613	46316777	133	25	117241	2.5517
635	NSUN4	0.0038742	1	46340177	46365152	161	25	117241	2.6628
636	FAAH	0.0021122	1	46394267	46413848	143	23	117241	2.8609
637	DMBX1	0.002967	1	46489837	46514226	150	24	117241	2.7514
638	KNCN	0.007031	1	46545638	46551657	76	15	117241	2.4557
639	MKNK1	0.0061237	1	46557407	46604294	208	31	117241	2.5049
640	MOB3C	0.059798	1	46607715	46616891	83	20	117241	1.5565
641	ATPAF1	0.12356	1	46635039	46668427	146	35	117241	1.1574
642	TEX38	0.13003	1	46669346	46673594	45	15	117241	1.1262
643	EFCAB14	0.19778	1	46675159	46719064	130	38	117241	0.84959
644	CYP4B1	0.57557	1	46798995	46819349	244	9	117241	-0.19057
645	CYP4A11	0.52084	1	46929174	46941499	132	35	117241	-0.052259
646	CYP4X1	0.66969	1	46961364	47050751	479	66	117241	-0.43907
647	CYP4Z1	0.86956	1	47067448	47118320	242	27	117241	-1.1243
648	CYP4A22	0.65863	1	47137435	47149738	102	15	117241	-0.40873
649	PDZK1IP1	0.78826	1	47183589	47190099	97	13	117241	-0.80041
650	TAL1	0.98292	1	47216290	47232373	125	32	117241	-2.1181
651	STIL	0.31777	1	47250139	47314781	365	34	117241	0.47395
652	CMPK1	0.24944	1	47333797	47378839	235	33	117241	0.67625
653	FOXE3	0.24431	1	47416072	47418052	86	19	117241	0.69252
654	FOXD2	0.066064	1	47436017	47440691	69	17	117241	1.5058
655	TRABD2B	0.00016975	1	47760528	47997371	1070	49	117241	3.5831
656	SLC5A9	0.51443	1	48222270	48248644	178	41	117241	-0.036182
657	SPATA6	0.55867	1	48260553	48472208	866	49	117241	-0.14759
658	AGBL4	0.68888	1	48532834	50023954	4276	159	117241	-0.49269
659	BEND5	0.55628	1	48727523	48776969	242	38	117241	-0.14155
660	ELAVL4	0.75222	1	50048014	50203786	368	48	117241	-0.68149
661	DMRTA2	0.78208	1	50417550	50423447	58	20	117241	-0.77925
662	FAF1	4.4929e-07	1	50441263	50960264	1345	106	117241	4.9126
663	CDKN2C	5e-10	1	50968695	50974637	61	16	117241	6.1094
664	C1orf185	2.2621e-13	1	51102234	51148082	159	43	117241	7.2389
665	RNF11	3.0862e-11	1	51236273	51273447	132	26	117241	6.5395
666	TTC39A	5e-10	1	51287258	51345116	165	29	117241	6.1094
667	EPS15	1.4709e-14	1	51354263	51519354	508	34	117241	7.6009
668	OSBPL9	0.23486	1	51616874	51789219	737	34	117241	0.72295
669	NRD1	0.010073	1	51789192	51878937	426	40	117241	2.3236
670	RAB3B	0.050726	1	51907956	51990764	416	27	117241	1.6379
671	TXNDC12	0.18257	1	52020131	52056171	233	41	117241	0.90562
672	KTI12	0.30386	1	52032105	52033800	113	22	117241	0.51334
673	BTF3L4	0.086985	1	52056185	52090716	137	40	117241	1.3596
674	ZFYVE9	0.0063522	1	52142094	52346686	676	57	117241	2.4919
675	CC2D1B	0.012097	1	52350593	52366205	199	26	117241	2.254
676	ORC1	0.013384	1	52372829	52404471	237	28	117241	2.2149
677	PRPF38A	0.033435	1	52404547	52418320	130	21	117241	1.8325
678	ZCCHC11	0.051294	1	52423275	52553463	441	36	117241	1.6324
679	LOC105378722	0.048274	1	52552934	52565732	93	29	117241	1.6618
680	GPX7	0.15698	1	52602371	52609051	69	19	117241	1.0069
681	FAM159A	0.078815	1	52631439	52669120	188	33	117241	1.4131
682	COA7	0.038799	1	52686342	52698366	82	23	117241	1.7648
683	ZYG11B	0.054765	1	52726459	52827342	293	38	117241	1.6003
684	ZYG11A	0.10281	1	52842511	52894575	127	28	117241	1.2657
685	ECHDC2	0.073855	1	52895910	52927212	99	17	117241	1.4477
686	SCP2	0.026291	1	52927229	53051617	369	32	117241	1.9383
687	PODN	0.019394	1	53062052	53085502	133	22	117241	2.0664
688	SLC1A7	0.043887	1	53087179	53142632	255	38	117241	1.7073
689	CPT2	0.045188	1	53196429	53214197	174	18	117241	1.6934
690	C1orf123	0.015128	1	53214099	53220639	121	17	117241	2.1667
691	MAGOH	0.0085632	1	53226892	53238610	125	19	117241	2.384
692	LRP8	0.0054786	1	53242364	53328149	366	28	117241	2.5441
693	DMRTB1	0.04836	1	53459399	53467488	136	14	117241	1.661
694	GLIS1	0.00084138	1	53506233	53734204	1236	95	117241	3.1412
695	LOC105369175	0.084061	1	53641740	53739323	371	49	117241	1.3783
696	NDC1	0.51973	1	53765460	53838552	407	50	117241	-0.049485
697	YIPF1	0.072831	1	53849790	53889820	264	44	117241	1.455
698	DIO1	0.020217	1	53894188	53911086	168	27	117241	2.0493
699	HSPB11	0.080223	1	53921561	53946303	193	30	117241	1.4036
700	LRRC42	0.12389	1	53946326	53968168	189	35	117241	1.1557
701	LDLRAD1	0.23186	1	54007298	54018186	120	28	117241	0.73272
702	TMEM59	0.0058203	1	54031673	54053462	149	34	117241	2.5229
703	TCEANC2	4.6069e-05	1	54053572	54112519	343	29	117241	3.9104
704	CDCP2	1.7008e-05	1	54138995	54153006	134	16	117241	4.1448
705	CYB5RL	1.3743e-05	1	54172336	54200073	199	26	117241	4.1933
706	MRPL37	0.00022054	1	54200167	54226682	146	35	117241	3.5142
707	SSBP3	0.18272	1	54225431	54413485	742	64	117241	0.90505
708	ACOT11	0.35869	1	54548134	54634744	464	70	117241	0.36196
709	FAM151A	0.084476	1	54609177	54623527	179	34	117241	1.3756
710	MROH7	0.0065227	1	54641740	54710267	362	69	117241	2.4825
711	TTC4	4.99e-06	1	54715822	54742657	193	35	117241	4.4176
712	PARS2	0.046982	1	54755519	54764553	147	41	117241	1.6749
713	TTC22	0.18951	1	54779712	54801717	157	40	117241	0.8797
714	C1orf177	0.095402	1	54806063	54842264	221	43	117241	1.3082
715	DHCR24	7.6289e-05	1	54849627	54887248	250	35	117241	3.7868
716	TMEM61	0.0022369	1	54980595	54992293	119	30	117241	2.8427
717	BSND	0.0076566	1	54998944	55008792	116	41	117241	2.4249
718	PCSK9	0.11518	1	55039476	55064853	269	27	117241	1.1994
719	USP24	0.27301	1	55066359	55215368	953	81	117241	0.60374
720	PPAP2B	0.0015377	1	56494747	56579584	400	39	117241	2.9601
721	PRKAA2	0.00059394	1	56645317	56715335	419	43	117241	3.2418
722	C1orf168	0.00060637	1	56718804	56819696	673	57	117241	3.2359
723	C8A	0.18024	1	56854770	56918221	384	54	117241	0.91447
724	C8B	0.050965	1	56929210	56966140	230	30	117241	1.6356
725	DAB1	0.027368	1	56997906	58250539	5854	329	117241	1.921
726	OMA1	0.56707	1	58480719	58546799	378	51	117241	-0.16893
727	TACSTD2	0.45142	1	58575423	58577494	80	18	117241	0.12207
728	MYSM1	0.83218	1	58654739	58700092	201	37	117241	-0.96282
729	JUN	0.086851	1	58780791	58784113	77	21	117241	1.3604
730	FGGY	0.016327	1	59296405	59762730	1807	156	117241	2.1363
731	HOOK1	0.30359	1	59814861	59876378	276	28	117241	0.5141
732	CYP2J2	0.093682	1	59893308	59926773	163	31	117241	1.3184
733	C1orf87	0.0077718	1	59990394	60073770	434	28	117241	2.4195
734	NFIA	0.88497	1	61077257	61462788	1708	165	117241	-1.2002
735	TM2D1	0.23505	1	61681046	61725423	220	33	117241	0.72232
736	INADL	0.044863	1	61742477	62163920	1707	198	117241	1.6968
737	L1TD1	0.097573	1	62194802	62212328	127	36	117241	1.2955
738	KANK4	0.039342	1	62236165	62319412	364	71	117241	1.7584
739	USP1	0.51309	1	62436304	62451804	227	27	117241	-0.032813
740	DOCK7	0.088004	1	62454726	62688368	1560	87	117241	1.3532
741	ANGPTL3	0.055954	1	62597487	62606305	174	31	117241	1.5897
742	ATG4C	0.77762	1	62784106	62865270	338	66	117241	-0.7642
743	FOXD3	0.070471	1	63323059	63325126	55	6	117241	1.4723
744	ALG6	0.80048	1	63367590	63438562	310	60	117241	-0.84334
745	ITGB3BP	0.43779	1	63440770	63529159	645	63	117241	0.15657
746	EFCAB7	0.071788	1	63523301	63585365	397	64	117241	1.4626
