Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value,Beta,Select,,analysis_id
90th percentile of z-statistic (in group-defined mask) for faces activation,25764,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Task functional brain MRI,,15902,,0.0196238393962626,0.137130145208672,,,continuous-25764-both_sexes--irnt
Mean FA in cingulum cingulate gyrus on FA skeleton (right),25090,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.0199037386394797,0.136596037532917,,,continuous-25090-both_sexes--irnt
K70 Alcoholic liver disease,131658,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1284,393557,0.020233061777745,-0.516822431474741,,,icd_first_occurrence-131658-both_sexes--
"N99 Postprocedural disorders of genito-urinary system, not elsewhere classified",132160,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,1293,393548,0.0203078229619842,0.506699705060341,,,icd_first_occurrence-132160-both_sexes--
weight custom,weight_custom,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,393709,,0.0204000198003695,-0.0245766022078062,,,continuous-weight_custom-both_sexes--custom
Weight,21002,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,393709,,0.0207481101705057,-0.0245089965327581,,,continuous-21002-both_sexes--irnt
Salbutamol 100micrograms spacehaler,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,2505,392278,0.0214249327493837,0.360641322668081,,,categorical-20003-both_sexes-1140926606-
Weighted-mean ICVF in tract cingulate gyrus part of cingulum (left),25654,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16495,,0.0216015854763209,0.134175771696274,,,continuous-25654-both_sexes--irnt
Y21.1 Brush cytology of organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,909,393932,0.0217087801255742,-0.602356752903376,,,categorical-41210-both_sexes-Y211-
E85.2 Non-invasive ventilation NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1072,393769,0.0223014946360035,0.550298939433808,,,categorical-41210-both_sexes-E852-
Eosinophill count,30150,continuous,,Biological samples > Assay results > Blood assays > Blood count,,382765,,0.0225548221292405,-0.0279017538088764,,,continuous-30150-both_sexes--irnt
Other neurological problem,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1630,393153,0.022921873336036,-0.444340836713416,,,categorical-20002-both_sexes-1434-
Basophill percentage,30220,continuous,,Biological samples > Assay results > Blood assays > Blood count,,382770,,0.0229312318385449,-0.0285664613740572,,,continuous-30220-both_sexes--irnt
Mean MO in superior fronto-occipital fasciculus on FA skeleton (right),25194,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.0230576622143837,-0.131890806336173,,,continuous-25194-both_sexes--irnt
H34 Retinal vascular occlusions,131180,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,1552,393289,0.023172537364785,-0.454016424666792,,,icd_first_occurrence-131180-both_sexes--
Gastro-oesophageal reflux (gord) / gastric reflux,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,16981,377802,0.0236080373595273,0.139207994796326,,,categorical-20002-both_sexes-1138-
Arm predicted mass (left),23126,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,387773,,0.023614343160156,-0.0172222279737897,,,continuous-23126-both_sexes--irnt
M79.2 Dilation of urethra NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,711,394130,0.0239926301936778,-0.666341928045291,,,categorical-41200-both_sexes-M792-
M20 Acquired deformities of fingers and toes,131878,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,16222,378619,0.0243722989167477,0.14035169289582,,,icd_first_occurrence-131878-both_sexes--
A55.2 Spinal myelography NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,163,394678,0.0247510848983704,1.43497371117636,,,categorical-41200-both_sexes-A552-
K51.8 Other specified diagnostic transluminal operations on coronary artery,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,152,394689,0.0253564778082228,1.43072417977719,,,categorical-41200-both_sexes-K518-
Arm fat percentage (left),23123,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,387830,,0.025426855346853,-0.0205458205127473,,,continuous-23123-both_sexes--irnt
Z94.2 Right sided operation,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,112771,282070,0.0256870823092888,-0.0676823480351611,,,categorical-41210-both_sexes-Z942-
Mean L3 in posterior corona radiata on FA skeleton (right),25322,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.0256875355144257,-0.123875417504703,,,continuous-25322-both_sexes--irnt
Apolipoprotein B,30640,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,374968,,0.0257413655505137,-0.027220513272638,,,continuous-30640-both_sexes--irnt
K75.3 Percutaneous transluminal balloon angioplasty and insertion of 1-2 stents into coronary artery,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1325,393516,0.0257596128494829,-0.488780281821496,,,categorical-41200-both_sexes-K753-
S23.2 Z plasty NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,473,394368,0.0257877622872345,0.807321599308042,,,categorical-41210-both_sexes-S232-
J06 Acute upper respiratory infections of multiple and unspecified sites,131436,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,40431,354410,0.0265339998278032,0.083435772846348,,,icd_first_occurrence-131436-both_sexes--
Z22.1 External nose,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,664,394177,0.0265982020168409,0.682158012384927,,,categorical-41210-both_sexes-Z221-
X30.1 Injection of Rh immune globulin,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,393,213220,0.0266179194679462,0.888650850070801,,,categorical-41210-both_sexes-X301-
M47.3 Removal of urethral catheter from bladder,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1659,393182,0.0267115645898758,0.42761419324572,,,categorical-41210-both_sexes-M473-
weight female custom,weight_female_custom,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,213032,,0.0268602659159987,-0.0404686512136623,,,continuous-weight_female_custom-females--custom
W90.1 Aspiration of joint,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1620,393221,0.0271052392018221,-0.434597528364257,,,categorical-41200-both_sexes-W901-
J61 Pneumoconiosis due to asbestos and other mineral fibres,131502,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,414,180814,0.0278653977231426,-0.875192928075115,,,icd_first_occurrence-131502-both_sexes--
AFFMIadjBMI male custom,AFFMIadjBMI_male_custom,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,177683,,0.0283611842461673,0.0341143831833778,,,continuous-AFFMIadjBMI_male_custom-males--custom
Red blood cell (erythrocyte) count,30010,continuous,,Biological samples > Assay results > Blood assays > Blood count,,383469,,0.0290225899197184,0.0225074818763503,,,continuous-30010-both_sexes--irnt
M02.1 Nephrectomy and excision of perirenal tissue,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,393,394448,0.0293459683832216,-0.871316191428031,,,categorical-41200-both_sexes-M021-
Mefenamic acid,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,396,213192,0.0297578615642175,-0.873050234551887,,,categorical-20003-both_sexes-1140871542-
H52.3 Injection of sclerosing substance into haemorrhoid,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,397,394444,0.0298824763376796,-0.870114938230376,,,categorical-41210-both_sexes-H523-
Protein,100003,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,56050,,0.0301513600089343,0.0668593393240144,,,continuous-100003-both_sexes--irnt
Eye surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,3681,391102,0.0301865409191605,-0.282418588488715,,,categorical-20004-both_sexes-1434-
Z39.8 Specified vein NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,273,394568,0.0302176042289141,-1.0451979936706,,,categorical-41210-both_sexes-Z398-
Z60.4 Muscle of back,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,262,394579,0.0302495129578204,1.0433545699821,,,categorical-41210-both_sexes-Z604-
"N47 Redundant prepuce, phimosis and paraphimosis",132086,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,2681,178547,0.0305838300677346,-0.333209823356052,,,icd_first_occurrence-132086-both_sexes--
Mean ICVF in tapetum on FA skeleton (left),25391,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.0306537436170494,0.123620554987675,,,continuous-25391-both_sexes--irnt
"N28 Other disorders of kidney and ureter, not elsewhere classified",132050,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,5275,389566,0.0307527148132691,0.234554114318335,,,icd_first_occurrence-132050-both_sexes--
Mean FA in posterior corona radiata on FA skeleton (right),25082,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.0308824478087683,0.129451030932791,,,continuous-25082-both_sexes--irnt
Q82 Other congenital malformations of skin,132574,icd_first_occurrence,,Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities,,1300,393541,0.0309882528324922,0.472648916856754,,,icd_first_occurrence-132574-both_sexes--
Ever used hormone-replacement therapy (HRT),2814,categorical,,UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors,,84044,128935,0.0311673014059508,0.0810684729141673,,,categorical-2814-both_sexes--
W20.5 Primary open reduction of fracture of ankle and extramedullary fixation NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1295,393546,0.031248186631151,0.473380757362985,,,categorical-41200-both_sexes-W205-
U21.6 Ultrasound scan NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,169,394672,0.0312860722004118,1.37678272367499,,,categorical-41200-both_sexes-U216-
Y80.3 Inhalation anaesthetic NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2132,392709,0.031357174602938,0.369628540551194,,,categorical-41210-both_sexes-Y803-
Ever believed in an un-real conspiracy against self,20468,categorical,,Online follow-up > Mental health > Unusual and psychotic experiences,,999,127004,0.0315383349676562,-0.533427391285827,,,categorical-20468-both_sexes--
I10 Essential (primary) hypertension,131286,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,98167,296674,0.0315536688805876,-0.0618234264065453,,,icd_first_occurrence-131286-both_sexes--
Monocyte percentage,30190,continuous,,Biological samples > Assay results > Blood assays > Blood count,,382770,,0.0319006097856917,-0.0255407167302004,,,continuous-30190-both_sexes--irnt
Amlodipine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,16022,378761,0.0320359677679635,-0.135450073049787,,,categorical-20003-both_sexes-1140879802-
Y07.1 Ligation of organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,198,394643,0.0321717849914914,1.14941998660178,,,categorical-41210-both_sexes-Y071-
Mean MO in posterior thalamic radiation on FA skeleton (right),25180,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.0325470750521544,0.121632596651316,,,continuous-25180-both_sexes--irnt
K51.8 Other specified diagnostic transluminal operations on coronary artery,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,497,394344,0.0332123810655934,-0.766630017188984,,,categorical-41210-both_sexes-K518-
Mean MO in cingulum cingulate gyrus on FA skeleton (left),25187,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.0333466780229371,0.12434342735016,,,continuous-25187-both_sexes--irnt
Mean L3 in tapetum on FA skeleton (left),25343,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.0334816709081659,-0.122625542066186,,,continuous-25343-both_sexes--irnt
Substances taken for depression,20546,categorical,,Online follow-up > Mental health > Depression,,4453,123523,0.033722605575515,-0.249598796097797,,,categorical-20546-both_sexes-1-
PsO custom,PsO_custom,categorical,,Health-related outcomes > Autoimmune/Inflammatory,,5864,354529,0.0339298429277019,-0.211087898893919,,,categorical-PsO_custom-both_sexes--custom
Atrial fibrillation,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,3075,391708,0.0341702273128021,0.295759385251741,,,categorical-20002-both_sexes-1471-
